time,name,text,role,target,hate_speech,verbal_abuse,humor
36,09:18:10 AM,David41, Moussa sale arabe,bully,victim_support,yes,aggression-other,no
37,09:18:23 AM,Moussa, Et toi fils de pute,victim_support,bully_support,no,name_calling,no
38,09:18:24 AM,Jules87, hagra,conciliator,none,no,none,no
39,09:18:26 AM,Moussa, T mort,victim_support,bully_support,no,threat,no
40,09:18:30 AM,David41, enculer de merde j'espere que zemmour passe,bully,victim_support,no,aggression-other,no
41,09:18:32 AM,Moussa, Jtattend a la sortie,victim_support,bully_support,no,threat,no
42,09:18:40 AM,Yanis, Zemoour ce gros pd,victim_support,none,no,aggression-other,no
43,09:18:42 AM,amine16, je vais te niquer fils de pute nique zemmour,bully_support,victim_support,no,aggression-other,no
44,09:18:49 AM,Moussa, gros fils de pute vive Hollande,victim_support,bully,no,aggression-other,no
45,09:18:54 AM,Brice, Mais c'est qui qui s'amuse à me faire ça ?? c'est toi David41 ?,victim,none,no,none,no
46,09:18:56 AM,David41, moi aussi avec deux billet d'avions,bully,none,no,none,no
47,09:19:00 AM,amine16, macron macron,bully_support,none,no,none,no
48,09:19:26 AM,David41, retour aux pays,bully,none,no,none,no
49,09:19:30 AM,Moussa, Oui c’est David,victim_support,none,no,none,no
50,09:19:31 AM,amine16, tg,bully_support,victim,no,aggression-other,no
51,09:19:49 AM,David41, ho ca sens le kouskous,bully,victim_support,yes,aggression-other,no
52,09:19:51 AM,Jules87, ohh bande d'arabe la,conciliator,victim_support,yes,name_calling,no
53,09:19:54 AM,Brice, David41 mais pourquoi ?!,victim,none,no,none,no
54,09:19:55 AM,David41, pd de biko,bully,victim_support,yes,name_calling,no
55,09:19:56 AM,Jules87, vvs calmer la,conciliator,none,no,none,no
56,09:20:10 AM,amine16, on est des bougnoules et alors,bully_support,none,no,none,no
57,09:20:13 AM,David41, tonton me manque,bully,none,no,none,no
58,09:20:14 AM,Yanis, david ca se voit t'es complexé,victim_support,none,no,none,no
59,09:20:17 AM,Brice, tu te rends pas compte de ce que tu fais ... ,victim,none,no,none,no
60,09:20:19 AM,Yanis, ton pere c miterand,victim_support,victim,no,aggression-other,no
61,09:20:22 AM,David41, 39-45  2 eme mi temps pour les biko,bully,none,no,name_calling,no
62,09:20:43 AM,Moussa, C’est pas cool frère,victim_support,none,no,none,no
63,09:20:44 AM,Yanis, et ta mere c tobira,victim_support,victim,no,aggression-other,no
64,09:20:51 AM,David41, bz ta mere sale arabe,bully,victim_support,yes,aggression-other,no
65,09:20:56 AM,Moussa, Jvzis te brizzer les couille David tu vas voir,victim_support,bully,no,aggression-other,no
66,09:21:12 AM,David41, c'est ta mere la sale noir de tabira,bully,victim_support,yes,aggression-other,no
67,09:21:33 AM,Brice," Je ne vois pas le rapport entre Zemmour, Mitterand, ... et la photo (de moi sous la douche) qui circule …",victim,none,no,none,no
68,09:21:46 AM,Yanis, t'as de la chance c le ramadan sinon je t'aurait enculé toi et tt tes morts de fils de pute,victim_support,bully,no,aggression-other,no
69,09:22:05 AM,David41, Brice ta le droit a la parole ?,bully,none,no,none,no
70,09:22:06 AM,Jules87, ohh les rebeu les insultes c'est interdit jusqu'a 20.06 wlh,conciliator,none,no,none,no
71,09:22:07 AM,Moussa, Au sale blanc d’extrémiste tu vas fermer ta grosse geule et tu vas supprimer la photo parce que gris jvzis enculé bêtement y’a mère,victim_support,bully,no,aggression-other,no
72,09:22:28 AM,Yanis, voila DIS LEUR MoussaAAAA,victim_support,none,no,none,no
73,09:22:36 AM,Jules87, uhm regarde ce que je vois c'est Moussa au grosse cuisses,conciliator,victim_support,no,denigration,no
74,09:22:45 AM,David41, Moussa tg parce que tu vit grasse a mes impot,bully,victim_support,no,aggression-other,no
75,09:22:53 AM,David41, avec tes parent aux rsa,bully,victim_support,no,denigration,no
76,09:23:05 AM,Brice, Je me sens humilié ... c'est dégueulasse !,victim,none,no,none,no
77,09:23:13 AM,Yanis, c'est aberrant,victim_support,none,no,none,no
78,09:23:20 AM,Jules87, c'est miteux smr,conciliator,none,no,none,no
79,09:23:23 AM,Yanis, wallah,victim_support,none,no,none,no
80,09:23:23 AM,David41, Brice t'est telment gros que si on te pousse tu roule,bully,victim,no,denigration,no
81,09:23:33 AM,Jules87, david?,conciliator,none,no,none,no
82,09:23:56 AM,David41, Yanis parle francais tu est en france,bully,victim_support,no,denigration,no
83,09:24:12 AM,Brice, Merci du tuyau David41 je me sens mieux ... ,victim,none,no,none,yes
84,09:24:21 AM,Yanis, apprend a ecrire toi sale dislexique,victim_support,bully,no,denigration,no
85,09:24:31 AM,Jules87, hamdoulla sartek,conciliator,none,no,none,no
86,09:24:43 AM,David41, petite bite,bully,victim,no,denigration,no
87,09:24:45 AM,Brice, Supprime la photo !!,victim,none,no,none,no
88,09:24:50 AM,amine16, bande de fils de pute,bully_support,victim/victim_support,no,name_calling,no
89,09:24:52 AM,David41, tu voit ta bite debout ?,bully,victim,no,denigration,no
90,09:25:08 AM,Yanis, jme gratte la maléole avec,victim_support,none,no,none,no
91,09:25:09 AM,David41, meme une vache veut pas que ta bz,bully,victim,no,denigration,no
92,09:25:10 AM,Yanis, sale chien,victim_support,bully,no,name_calling,no
93,09:25:11 AM,Jim85, vas te faire sequestrer avec ta petite bite Brice,bully_support,victim,no,aggression-other,no
94,09:25:15 AM,Jules87, ohh vos mere les salope,conciliator,victim/victim_support/bully/bully_support,no,aggression-other,no
95,09:25:26 AM,amine16, tg jules,bully_support,conciliator,no,aggression-other,no
96,09:25:37 AM,Jules87, amine?,conciliator,none,no,none,no
97,09:25:40 AM,Jim85, tg jules,bully_support,conciliator,no,aggression-other,no
98,09:25:45 AM,amine16, oui c moi gros fdp,bully_support,conciliator,no,name_calling,no
99,09:25:50 AM,Brice, Bz ?,victim,none,no,none,no
100,09:25:51 AM,Jules87, Ttg stp,conciliator,victim,no,aggression-other,no
101,09:26:06 AM,Jim85, laissez amine trql,bully_support,none,no,none,no
102,09:26:17 AM,Jules87, ta daronne la voilé amine,conciliator,bully_support,yes,aggression-other,no
103,09:26:21 AM,Yanis, oooooh Moussa,victim_support,none,no,none,no
104,09:26:43 AM,amine16, jules ferme ta gueule assure,bully_support,conciliator,no,aggression-other,no
105,09:26:46 AM,Moussa, Oueee chui la,victim_support,none,no,none,no
106,09:26:58 AM,amine16, je vais te niquer ta darone la pute,bully_support,conciliator,no,aggression-other,no
107,09:27:08 AM,David41, adolphe c'est tromper de race,bully,victim_support,yes,aggression-other,no
108,09:27:09 AM,Jules87, ftg,conciliator,bully_support,no,aggression-other,no
109,09:27:19 AM,Yanis, david ca fait quoi de faire poarti de la faschosphere,victim_support,none,no,none,no
110,09:27:44 AM,Jules87, amine jte prends a clash royale* wlh,conciliator,none,no,none,no
111,09:27:49 AM,David41, arreter d'insulter se gros de Brice non je rigole,bully,victim,no,denigration,yes
112,09:28:03 AM,Brice, David41 d'où tu te permets de rentrer dans la salle de bain et prendre en photo des gens ?!,victim,none,no,none,no
113,09:28:08 AM,amine16, pas de soucis je tattend mon pote,bully_support,none,no,none,no
114,09:28:11 AM,Yanis, arrrahhhhhhh,victim_support,none,no,none,no
115,09:28:17 AM,David41, si ta mere est comme topi Brice donne moi sont numero,bully,victim,no,denigration,no
116,09:28:19 AM,Brice, maintenant supprime la photo par pitié !,victim,none,no,none,no
117,09:28:26 AM,David41, j'aime les grosse salpe,bully,victim,no,aggression-other,no
118,09:28:41 AM,amine16, va baiser ta mere jules,bully_support,conciliator,no,aggression-other,no
119,09:28:42 AM,Jules87, la daronne a Amine au cachaut hehe,conciliator,bully_support,no,aggression-other,no
120,09:28:46 AM,Brice, …,victim,none,no,none,no
121,09:28:58 AM,Jules87, la daronne a amine en levrette,conciliator,bully_support,no,aggression-other,no
122,09:29:04 AM,Yanis, eh merceeee,victim_support,none,no,none,no
123,09:29:14 AM,Jim85, arrete de faire la mskn Brice assume ta ptite bite,bully_support,victim,no,aggression-other,no
124,09:29:24 AM,Brice, Moussa a un problème de co ?,victim,none,no,none,no
125,09:29:33 AM,Jules87, amine?,conciliator,none,no,none,no
126,09:29:43 AM,amine16, viens que jte niquer jules petit pd,bully_support,conciliator,no,aggression-other,no
127,09:29:49 AM,David41,  normal il est aux bled,bully,none,no,none,no
128,09:30:00 AM,amine16, viens au bled je tattend,bully_support,none,no,none,no
129,09:30:11 AM,Jules87, amine presente moi ta soeur assure,conciliator,none,no,none,no
130,09:30:14 AM,Yanis, qui pour 2v2?,victim_support,none,no,none,no
131,09:30:23 AM,amine16, ouais elle est tarpin fraiche stv,bully_support,none,no,none,no
132,09:30:34 AM,David41, 2v2 chaud pour vous renvoyer cgez vous chez,bully,victim_support,yes,aggression-other,no
133,09:30:45 AM,Jules87, arrange moi un coup stp psk la j'ai faim wlh,conciliator,none,no,none,no
134,09:31:00 AM,amine16, tiens son snap louferredemaria,bully_support,none,no,none,no
135,09:31:09 AM,David41, t'est un pue la pisse Brice,bully,victim,no,aggression-other,no
136,09:31:12 AM,Brice, Je n'ai pas une petite bite ! ,victim,none,no,none,no
137,09:31:17 AM,David41, si tres peite tu la vois pas,bully,victim,no,denigration,no
138,09:31:35 AM,Yanis, minuscule,victim_support,victim,no,denigration,no
139,09:31:38 AM,David41, tu peux pas dire,bully,none,no,none,no
140,09:31:42 AM,Yanis," jsuis d""efendeur maoius la c chaud",victim_support,none,no,none,no
141,09:31:54 AM,Jim85, paulinefoncel pour les interessés,bully_support,none,no,none,no
142,09:32:07 AM,Brice, Et donc tu te penses légitime de le crier partout ?!,victim,none,no,none,no
143,09:32:32 AM,Brice, mais défend moi ,victim,none,no,none,no
144,09:32:43 AM,Jim85, personne a envie de te defendre le s,bully_support,none,no,none,no
145,09:32:59 AM,Yanis, miskine,victim_support,none,no,none,no
146,09:33:14 AM,David41, bz ta mere,bully,victim,no,aggression-other,no
147,09:33:27 AM,Jules87, c'est pas l'habille qui fais le moine c'est l'arabe qui mange pas,conciliator,victim_support,yes,aggression-other,no
148,09:33:29 AM,David41, ta mere me suce les couille Brice,bully,victim,no,aggression-other,no
149,09:33:30 AM,Moussa,  Que des putes moi je suis avec toi Brice,victim_support,bully/bully_support,no,name_calling,no
150,09:34:03 AM,amine16,Brice nique ta race,bully_support,victim,no,aggression-other,no
151,09:34:11 AM,Brice, je ne connaissais pas cette expression ..,victim,none,no,none,no
152,09:34:19 AM,David41, belle équipe deux arabe qui pue le kouskous et un gros qui mange as ses doigt,bully,victim/victim_support,yes,denigration,no
153,09:34:22 AM,amine16, va te jeter,bully_support,victim,no,aggression-other,no
154,09:34:40 AM,Yanis, les musulmans mangent pas de porcs c'est les porcs qui mangent des musulmans,victim_support,bully_support,yes,aggression-other,no
155,09:35:38 AM,Brice, Merci Moussa  ! peut-être que tu pourras lui faire comprendre à David41 car il ne veut rien savoir de moi …,victim,none,no,none,no
156,09:35:52 AM,Yanis, cest fdp de racistes zemmourriens,victim_support,bully/bully_support,no,name_calling,no
157,09:35:58 AM,David41, Yanis tu montre a quelle pouint un arabe cest con quelle sous race,bully,victim_support,yes,denigration,no
158,09:36:21 AM,Jules87, Le porno féminin fait-il vraiment mouiller ?,conciliator,none,no,none,no
159,09:36:27 AM,Brice," Et que s'il ne change pas son comportement, il aura de graves ennuies …",victim,none,no,none,no
160,09:36:28 AM,Yanis, apprend a ecrire sale dislexique,victim_support,bully,no,denigration,no
161,09:36:56 AM,David41, jules bz ta mere salle pd 100 e la photo je la suprilmes,bully,conciliator,no,aggression-other,no
162,09:37:18 AM,Yanis, chaud,victim_support,none,no,none,no
163,09:37:30 AM,Jules87, david t'es adopté,conciliator,bully,no,aggression-other,no
164,09:37:37 AM,David41, ou le cul de vos mamans,bully,none,no,none,no
165,09:37:51 AM,Brice, tu veux 100e ?! tu te fous de moi ???,victim,none,no,none,no
166,09:37:57 AM,Jules87, OV,conciliator,none,no,none,no
167,09:37:57 AM,David41, non,bully,none,no,none,no
168,09:37:58 AM,Yanis, omgggg OV de bavière,victim_support,none,no,none,no
169,09:38:08 AM,amine16, aller Brice  donne les sous,bully_support,none,no,none,no
170,09:38:27 AM,Moussa, Pardon,victim_support,none,no,none,no
171,09:38:30 AM,Jules87, les arabes toujours la pour des sous,conciliator,victim_support,yes,denigration,no
172,09:38:40 AM,David41, je supprimes desole Brice,bully,none,no,none,no
173,09:38:46 AM,Moussa, Carrr,victim_support,none,no,none,no
174,09:38:53 AM,David41, salle arabe *,bully,victim_support,yes,name_calling,no
175,09:38:55 AM,Brice, Toujours amine16 dans les pattes de ce cher ami David ... pas étonnant,victim,none,no,none,no
176,09:39:02 AM,Moussa, Merci voilà discussion terminer et c’est parfait tt est réglé,victim_support,none,no,none,no
177,09:39:09 AM,Yanis, non bz t morts david,victim_support,bully,no,aggression-other,no
178,09:39:16 AM,David41, ta ton billet d'avions,bully,none,no,none,no
179,09:39:19 AM,Jules87, Moussa  t'es qui toi,conciliator,none,no,none,no
180,09:39:45 AM,Jim85, on te l'offre stv,bully_support,none,no,none,no
181,09:39:45 AM,Brice," Merci David41, j'espère que tu t'es rendu compte de l'impact de tt ça ?",victim,none,no,none,no
182,09:39:45 AM,Jules87, je vais te renvoyer dans ta tribue,conciliator,victim_support,yes,aggression-other,no
183,09:40:02 AM,David41, non m'en branle va la salle de sport,bully,victim,no,aggression-other,no
184,09:40:09 AM,Yanis, jadore poutou,victim_support,none,no,none,no
185,09:40:17 AM,Jules87, hamdoulla,conciliator,none,no,none,no
186,09:40:17 AM,David41, bz ta mere Yaniss,bully,victim_support,no,aggression-other,no
187,09:40:27 AM,David41, sale arabde de merde Moussa,bully,victim_support,yes,name_calling,no
188,09:40:28 AM,Yanis, communisme en avant,victim_support,none,no,none,no
0,[2019-06-13 15:53:17], <_Francoisvictim>, Salut les cop1 :D,victim,none,no,none,no
1,[2019-06-13 15:53:35], <Jenny_concil>, COUCOU,conciliator,none,no,none,no
2,[2019-06-13 15:54:27], <_Francoisvictim>, ct vachement cool ce voyage,victim,none,no,none,no
3,[2019-06-13 15:55:59], <Theo_SoutienH>, ouais franchement c'était cool ,bully_support,none,no,none,no
4,[2019-06-13 15:56:08], <Jenny_concil>, oui trop bien la baignade il faisait grand soleil,conciliator,none,no,none,no
5,[2019-06-13 15:56:20], <Theo_SoutienH>, pas vrais Pauline ,bully_support,none,no,none,no
6,[2019-06-13 15:56:23], <Theresa_SoutienH>, oui super le temps,bully_support,none,no,none,no
7,[2019-06-13 15:56:31], <pierre_defenseur>, ouai c'etait trop bien 😆,victim_support,none,no,none,no
8,[2019-06-13 15:56:49], <Theresa_SoutienH>, 😉,bully_support,none,no,none,no
9,[2019-06-13 15:57:04], <_Francoisvictim>, merci d'avoir posté les photos de moi,victim,none,no,none,no
10,[2019-06-13 15:57:17], <pierre_defenseur>, ...,victim_support,none,no,none,no
11,[2019-06-13 15:57:44], <Pauline_Harceleu>, mdrr tg francois bien fait pour ta gueule,bully,victim,yes,name_calling,yes
12,[2019-06-13 15:57:54], <_Francoisvictim>, Mais pauline??,victim,none,no,none,no
13,[2019-06-13 15:58:03], <pierre_defenseur>, ca ce fait pas d'avoir fait ca 🙄,victim_support,none,no,none,no
14,[2019-06-13 15:58:11], <Theo_SoutienH>, 🤣,bully_support,none,no,none,no
15,[2019-06-13 15:58:16], <pierre_defenseur>, mais calme toi pauline ,victim_support,none,no,none,no
16,[2019-06-13 15:58:25], <Lucas_soutiendel>, Vous etes trop mechants arretez ,victim_support,bully/bully_support,no,none,no
17,[2019-06-13 15:58:29], <Theresa_SoutienH>, Cette photo est trop drole ,bully_support,none,no,none,no
18,[2019-06-13 15:58:29], <Theo_SoutienH>, c'est une blague ,bully_support,none,no,none,no
19,[2019-06-13 15:58:39], <Theo_SoutienH>, franchement trop drole ,bully_support,none,no,none,no
20,[2019-06-13 15:58:49], <Jenny_concil>, pardon ? attendez  François est bg c'est juste que Pauline t'as pas mis la bonne photo dpnc bon,conciliator,none,no,none,no
21,[2019-06-13 15:58:53], <_Francoisvictim>, j'assume mon phisique tte facon. 😯,victim,none,no,none,no
22,[2019-06-13 15:58:58], <_Francoisvictim>, 😑 *,victim,none,no,none,no
23,[2019-06-13 15:59:13], <pierre_defenseur>, y'a quoi de drole  serieux ???,victim_support,none,no,none,no
24,[2019-06-13 15:59:33], <Jenny_concil>, oui t'as raison pas de complexe alors tu t'en fiches de la photo,conciliator,none,no,none,no
25,[2019-06-13 15:59:33], <Theresa_SoutienH>, Moi j'pense que pauline c pas tromper c'est juste ke francois est trop moche,bully_support,victim,no,denigration,no
26,[2019-06-13 15:59:35], <Pauline_Harceleu>, mais vous l'avez vu.. wsh c'est méchant pour les baleines la....,bully,victim,no,denigration,no
27,[2019-06-13 16:00:14], <_Francoisvictim>, Theresa :quitte a etre une baleine,victim,none,no,none,no
28,[2019-06-13 16:00:28], <Jenny_concil>, heu Pauline detend toi il t'as rien fait François t'étais juste pas obligé t'aurais dû demandé avant ,conciliator,none,no,none,no
29,[2019-06-13 16:00:38], <Lucas_soutiendel>, Vous avez cru vous étiez qui wesh,victim_support,none,no,none,no
30,[2019-06-13 16:00:40], <Theresa_SoutienH>, C'est sur elles doivent êtres vexées d'avoir un gars aussi laid avec elles,bully_support,victim,no,denigration,no
31,[2019-06-13 16:00:41], <Jenny_concil>, popopoooo,conciliator,none,no,none,no
32,[2019-06-13 16:00:56], <Jenny_concil>, non on vous aime pareil,conciliator,none,no,none,no
33,[2019-06-13 16:01:11], <Jenny_concil>," donc pas de ""véxés""",conciliator,none,no,none,no
34,[2019-06-13 16:01:11], <Theresa_SoutienH>, et francois reagrde toi d'ab,bully_support,victim,no,denigration,no
35,[2019-06-13 16:01:17], <pierre_defenseur>, mais c'est quoi votre probleme enfait ? ca vous amuse de critiquer les gens comme ca ?,victim_support,none,no,none,no
36,[2019-06-13 16:01:21], <_Francoisvictim>, jje t'emmerde.,victim,bully,no,aggression-other,no
37,[2019-06-13 16:01:36], <Jenny_concil>, heu theresa t'en a pas marre de soutenir pauline ? ,conciliator,none,no,none,no
38,[2019-06-13 16:01:43], <pierre_defenseur>, bien dit francois !,victim_support,none,no,none,no
39,[2019-06-13 16:01:48], <Theo_SoutienH>, il peut pas se voir en entier ,bully_support,victim,no,denigration,no
40,[2019-06-13 16:01:57], <Theresa_SoutienH>, mwa aussi francois😘🤣,bully_support,none,no,none,yes
